antecedents,a,consequents,c,lift,antecedent support,consequent support,support,confidence,leverage,conviction,antecedent_len,consequent_len,rule_len
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Itachi Uchiha,Naruto,2.277884343,0.034625065,0.038714931,0.00305352,0.088188135,0.001713013,1.054258127,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Faye Valentine,Cowboy Bebop,2.235933863,0.034625065,0.01434229,0.001110371,0.032068413,0.000613768,1.018313404,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Tooru Oikawa,Haikyuu!!,2.221600954,0.034625065,0.018043527,0.001387964,0.040085516,0.000763205,1.022962451,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Light Yagami,Death Note,2.1828521,0.034625065,0.038196758,0.002886964,0.083377873,0.001564399,1.049290884,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Yuu Nishinoya,Haikyuu!!,2.141043304,0.034625065,0.022966171,0.001702569,0.049171566,0.000907364,1.027560593,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Hisoka Morow,Hunter x Hunter (2011),2.131974134,0.034625065,0.043119402,0.003183063,0.091929449,0.001690051,1.053751383,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Johan Liebert,Monster,2.046143503,0.034625065,0.015933822,0.001128877,0.032602886,0.000577167,1.017230839,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Gilgamesh,Fate/Zero,1.983439378,0.034625065,0.02209638,0.001517507,0.043826831,0.000752418,1.02272648,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Revy,Black Lagoon,1.896076171,0.034625065,0.019449996,0.001276926,0.036878675,0.000603469,1.018096036,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Ryuuko Matoi,Kill la Kill,1.886597635,0.034625065,0.030313125,0.001980161,0.057188669,0.000930567,1.028505751,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,C.C.,Code Geass: Hangyaku no Lelouch,1.879230944,0.034625065,0.027019024,0.001758087,0.050774987,0.000822552,1.025026692,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Ray,Yakusoku no Neverland,1.870518938,0.034625065,0.021430158,0.001387964,0.040085516,0.000645943,1.019434396,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Thorfinn Karlsefni,Vinland Saga,1.847199169,0.034625065,0.018228588,0.001165889,0.033671833,0.000534723,1.015981367,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Gintoki Sakata,Gintama,1.837459961,0.034625065,0.047412836,0.003016508,0.087119188,0.001374835,1.043495658,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Kei Tsukishima,Haikyuu!!,1.832116127,0.034625065,0.016044859,0.00101784,0.029396045,0.000462286,1.013755545,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Ban,Nanatsu no Taizai,1.82089719,0.034625065,0.023188245,0.001461988,0.04222341,0.000659094,1.019874327,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Zenitsu Agatsuma,Kimetsu no Yaiba,1.771356494,0.034625065,0.020819454,0.001276926,0.036878675,0.000556052,1.016674141,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Karma Akabane,Ansatsu Kyoushitsu,1.758767422,0.034625065,0.023095714,0.00140647,0.040619989,0.000606779,1.01826625,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Deishuu Kaiki,Nisemonogatari,1.730186918,0.034625065,0.024095048,0.001443482,0.041688936,0.00060919,1.018359267,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Rei Kiriyama,3-gatsu no Lion,1.70506254,0.034625065,0.02539048,0.001499001,0.043292357,0.000619854,1.018711962,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Guts,Berserk,1.698250839,0.034625065,0.050669924,0.002979495,0.086050241,0.001225046,1.038711446,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Josuke Higashikata,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,1.679465726,0.034625065,0.017821452,0.001036346,0.029930518,0.000419277,1.012482679,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Yuu Ishigami,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.667765223,0.034625065,0.026278777,0.001517507,0.043826831,0.000607602,1.01835238,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Gyro Zeppeli,JoJo no Kimyou na Bouken: Steel Ball Run,1.632638518,0.034625065,0.018987342,0.001073359,0.030999466,0.000415921,1.012396406,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Osamu Dazai,Bungou Stray Dogs,1.627969913,0.034625065,0.034143904,0.001924643,0.055585249,0.000742408,1.022703314,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Senkuu Ishigami,Dr. STONE,1.597993669,0.034625065,0.02742616,0.001517507,0.043826831,0.000567874,1.017152406,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Gon Freecss,Hunter x Hunter (2011),1.53245127,0.034625065,0.027204086,0.001443482,0.041688936,0.000501539,1.015114978,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Tanjirou Kamado,Kimetsu no Yaiba,1.512277533,0.034625065,0.02898068,0.001517507,0.043826831,0.000514049,1.015526634,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Shouyou Hinata,Haikyuu!!,1.469473821,0.034625065,0.028369976,0.001443482,0.041688936,0.00046117,1.013898369,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Holo,Ookami to Koushinryou,1.44404062,0.034625065,0.035161744,0.001758087,0.050774987,0.00054061,1.01644841,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Inosuke Hashibira,Kimetsu no Yaiba,1.427471751,0.034625065,0.020967503,0.001036346,0.029930518,0.000310345,1.00923956,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Koyomi Araragi,Bakemonogatari,1.345340412,0.034625065,0.042508698,0.001980161,0.057188669,0.000508295,1.015570423,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Ken Kaneki,Tokyo Ghoul,1.337533336,0.034625065,0.043156414,0.001998668,0.057723143,0.000504374,1.015459075,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Artoria Pendragon,Fate/Zero,1.32751436,0.034625065,0.036235103,0.001665556,0.048102619,0.000410914,1.012467222,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Tsubasa Hanekawa,Bakemonogatari,1.23838093,0.034625065,0.024169072,0.001036346,0.029930518,0.00019949,1.00593921,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Houtarou Oreki,Hyouka,1.224561517,0.034625065,0.028369976,0.001202902,0.03474078,0.00022059,1.006600097,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Kazuma Satou,Kono Subarashii Sekai ni Shukufuku wo!,1.186632621,0.034625065,0.029276778,0.001202902,0.03474078,0.000189191,1.005660658,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Kaguya Shinomiya,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.167414209,0.034625065,0.042120068,0.001702569,0.049171566,0.000244159,1.007416162,1,1,2
Rudol von Stroheim,JoJo no Kimyou na Bouken,Joseph Joestar,JoJo no Kimyou na Bouken,11.85155942,0.001998668,0.046876157,0.001110371,0.555555556,0.001016681,2.144528648,1,1,2
Rui Tachibana,Domestic na Kanojo,Rem,Re:Zero kara Hajimeru Isekai Seikatsu,3.816101695,0.008734917,0.054408172,0.001813606,0.207627119,0.001338355,1.193367226,1,1,2
Ruka Sarashina,"Kanojo, Okarishimasu",Chizuru Ichinose,"Kanojo, Okarishimasu",23.47531735,0.004385965,0.013120882,0.001350951,0.308016878,0.001293403,1.426160676,1,1,2
Ruka Sarashina,"Kanojo, Okarishimasu",Rem,Re:Zero kara Hajimeru Isekai Seikatsu,4.265306122,0.004385965,0.054408172,0.00101784,0.232067511,0.000779208,1.2313476,1,1,2
Ruri Gokou,Eromanga Sensei,Taiga Aisaka,Toradora!,3.944839776,0.007939152,0.03368125,0.001054852,0.132867133,0.000787452,1.11438372,1,1,2
Ruri Gokou,Eromanga Sensei,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,3.21677461,0.007939152,0.060145088,0.001536013,0.193473193,0.001058512,1.165311437,1,1,2
Ruri Gokou,Eromanga Sensei,Rem,Re:Zero kara Hajimeru Isekai Seikatsu,2.656258028,0.007939152,0.054408172,0.001147383,0.144522145,0.000715428,1.105337586,1,1,2
Ruri Gokou,Eromanga Sensei,Kurisu Makise,Steins;Gate,2.590316522,0.007939152,0.074690947,0.001536013,0.193473193,0.00094303,1.147276254,1,1,2
Ryo Asuka,DEVILMAN crybaby,Arataka Reigen,Mob Psycho 100,2.842682496,0.008235251,0.05296469,0.001239914,0.150561798,0.000803737,1.114896066,1,1,2
Ryo Asuka,DEVILMAN crybaby,Levi,Shingeki no Kyojin,1.786995309,0.008235251,0.077966541,0.001147383,0.139325843,0.000505309,1.071292139,1,1,2
Ryo Asuka,DEVILMAN crybaby,Killua Zoldyck,Hunter x Hunter (2011),1.74197724,0.008235251,0.083851506,0.001202902,0.146067416,0.000512364,1.072858104,1,1,2
Ryouta Kise,Kuroko no Basket,Daiki Aomine,Kuroko no Basket,28.41141267,0.004996669,0.008864461,0.00125842,0.251851852,0.001214128,1.324785127,1,1,2
Ryouta Kise,Kuroko no Basket,Tetsuya Kuroko,Kuroko no Basket,23.74463277,0.004996669,0.008734917,0.001036346,0.207407407,0.000992701,1.250661553,1,1,2
Ryuk,Death Note,L Lawliet,Death Note,9.626338247,0.009956325,0.048079058,0.004608039,0.462825279,0.004129348,1.77208812,1,1,2
Ryuk,Death Note,Light Yagami,Death Note,9.051158468,0.009956325,0.038196758,0.00344215,0.345724907,0.00306185,1.470028819,1,1,2
Ryuk,Death Note,Killua Zoldyck,Hunter x Hunter (2011),1.884194713,0.009956325,0.083851506,0.001573025,0.157992565,0.000738173,1.088052736,1,1,2
Ryuk,Death Note,Lelouch Lamperouge,Code Geass: Hangyaku no Lelouch,1.467949671,0.009956325,0.072174106,0.001054852,0.105947955,0.000336263,1.037776156,1,1,2
Ryuuko Matoi,Kill la Kill,Satsuki Kiryuin,Kill la Kill,12.02816486,0.030313125,0.013805611,0.005033681,0.166056166,0.00461519,1.182566917,1,1,2
Ryuuko Matoi,Kill la Kill,Mako Mankanshoku,Kill la Kill,9.621794872,0.030313125,0.015101044,0.004404471,0.145299145,0.003946711,1.152331779,1,1,2
Ryuuko Matoi,Kill la Kill,Atsuko Kagari,Little Witch Academia (TV),4.29206497,0.030313125,0.012232586,0.001591532,0.052503053,0.001220724,1.042501949,1,1,2
Ryuuko Matoi,Kill la Kill,Rei Ayanami,Shin Seiki Evangelion,2.948218292,0.030313125,0.01967207,0.001758087,0.057997558,0.001161765,1.040685125,1,1,2
Ryuuko Matoi,Kill la Kill,Asuka Langley Soryu,Shin Seiki Evangelion,2.562427252,0.030313125,0.034069879,0.002646384,0.087301587,0.001613619,1.058323437,1,1,2
Ryuuko Matoi,Kill la Kill,Phosphophyllite,Houseki no Kuni,2.527383906,0.030313125,0.022947665,0.001758087,0.057997558,0.001062472,1.037207858,1,1,2
Ryuuko Matoi,Kill la Kill,Motoko Kusanagi,Koukaku Kidoutai,2.502614627,0.030313125,0.013416981,0.00101784,0.033577534,0.000611129,1.020861014,1,1,2
Ryuuko Matoi,Kill la Kill,Yui Hirasawa,K-ON!,2.397625142,0.030313125,0.021134059,0.001536013,0.050671551,0.000895374,1.031114091,1,1,2
Ryuuko Matoi,Kill la Kill,Erza Scarlet,Fairy Tail,2.255037135,0.030313125,0.016785106,0.001147383,0.037851038,0.000638574,1.021894668,1,1,2
Ryuuko Matoi,Kill la Kill,Zero Two,Darling in the Franxx,2.250618407,0.030313125,0.050725442,0.003460656,0.114163614,0.001923009,1.07161387,1,1,2
Ryuuko Matoi,Kill la Kill,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,2.233102282,0.030313125,0.060145088,0.00407136,0.134310134,0.002248174,1.085671611,1,1,2
Ryuuko Matoi,Kill la Kill,Josuke Higashikata,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,2.055390093,0.030313125,0.017821452,0.001110371,0.036630037,0.000570147,1.01952374,1,1,2
Ryuuko Matoi,Kill la Kill,Mikoto Misaka,Toaru Majutsu no Index,1.98643507,0.030313125,0.025816123,0.001554519,0.051282051,0.000771952,1.026842465,1,1,2
Ryuuko Matoi,Kill la Kill,Legoshi,BEASTARS,1.978621161,0.030313125,0.016970168,0.00101784,0.033577534,0.000503421,1.017184374,1,1,2
Ryuuko Matoi,Kill la Kill,Nanachi,Made in Abyss,1.942500139,0.030313125,0.018228588,0.001073359,0.035409035,0.000520793,1.017811122,1,1,2
Ryuuko Matoi,Kill la Kill,Edward Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,1.932689533,0.030313125,0.045802798,0.002683396,0.088522589,0.00129497,1.046868732,1,1,2
Ryuuko Matoi,Kill la Kill,Taiga Aisaka,Toradora!,1.903212172,0.030313125,0.03368125,0.001943149,0.064102564,0.000922165,1.032504966,1,1,2
Ryuuko Matoi,Kill la Kill,Hitagi Senjougahara,Bakemonogatari,1.871049736,0.030313125,0.058405507,0.003312606,0.109279609,0.001542153,1.057115681,1,1,2
Ryuuko Matoi,Kill la Kill,Gyro Zeppeli,JoJo no Kimyou na Bouken: Steel Ball Run,1.864875865,0.030313125,0.018987342,0.001073359,0.035409035,0.000497793,1.017024515,1,1,2
Ryuuko Matoi,Kill la Kill,Arataka Reigen,Mob Psycho 100,1.85577595,0.030313125,0.05296469,0.002979495,0.098290598,0.00137397,1.050266647,1,1,2
Ryuuko Matoi,Kill la Kill,Mio Akiyama,K-ON!,1.851904518,0.030313125,0.019449996,0.001091865,0.036019536,0.000502275,1.017188668,1,1,2
Ryuuko Matoi,Kill la Kill,Joseph Joestar,JoJo no Kimyou na Bouken,1.849364217,0.030313125,0.046876157,0.002627878,0.086691087,0.001206915,1.043594155,1,1,2
Ryuuko Matoi,Kill la Kill,Mikasa Ackerman,Shingeki no Kyojin,1.838138223,0.030313125,0.043841143,0.002442816,0.080586081,0.001113854,1.039965609,1,1,2
Ryuuko Matoi,Kill la Kill,Shigeo Kageyama,Mob Psycho 100,1.8048222,0.030313125,0.038899993,0.002128211,0.07020757,0.000949031,1.033671577,1,1,2
Ryuuko Matoi,Kill la Kill,Kazuma Satou,Kono Subarashii Sekai ni Shukufuku wo!,1.793334352,0.030313125,0.029276778,0.001591532,0.052503053,0.000704061,1.024513297,1,1,2
Ryuuko Matoi,Kill la Kill,Koro-sensei,Ansatsu Kyoushitsu,1.72773871,0.030313125,0.022614553,0.001184396,0.039072039,0.000498878,1.017126659,1,1,2
Ryuuko Matoi,Kill la Kill,Joutarou Kuujou,JoJo no Kimyou na Bouken: Stardust Crusaders,1.711245527,0.030313125,0.032108224,0.001665556,0.054945055,0.000692256,1.024164554,1,1,2
Ryuuko Matoi,Kill la Kill,Raphtalia,Tate no Yuusha no Nariagari,1.651992076,0.030313125,0.024021023,0.001202902,0.03968254,0.00047475,1.016308687,1,1,2
Ryuuko Matoi,Kill la Kill,Shinji Ikari,Shin Seiki Evangelion,1.650826238,0.030313125,0.022188911,0.001110371,0.036630037,0.000437756,1.014990218,1,1,2
Ryuuko Matoi,Kill la Kill,Rintarou Okabe,Steins;Gate,1.593841253,0.030313125,0.069712784,0.003368125,0.111111111,0.001254913,1.046573118,1,1,2
Ryuuko Matoi,Kill la Kill,Gon Freecss,Hunter x Hunter (2011),1.593346789,0.030313125,0.027204086,0.001313939,0.043345543,0.000489298,1.016872819,1,1,2
Ryuuko Matoi,Kill la Kill,Rem,Re:Zero kara Hajimeru Isekai Seikatsu,1.593346789,0.030313125,0.054408172,0.002627878,0.086691087,0.000978596,1.035347202,1,1,2
Ryuuko Matoi,Kill la Kill,C.C.,Code Geass: Hangyaku no Lelouch,1.58166491,0.030313125,0.027019024,0.001295433,0.042735043,0.000476402,1.016417626,1,1,2
Ryuuko Matoi,Kill la Kill,Guts,Berserk,1.481975293,0.030313125,0.050669924,0.00227626,0.075091575,0.000740297,1.026404399,1,1,2
Ryuuko Matoi,Kill la Kill,Ban,Nanatsu no Taizai,1.448041185,0.030313125,0.023188245,0.00101784,0.033577534,0.000314932,1.010750256,1,1,2
Ryuuko Matoi,Kill la Kill,Rei Kiriyama,3-gatsu no Lion,1.394579182,0.030313125,0.02539048,0.001073359,0.035409035,0.000303694,1.010386325,1,1,2
Ryuuko Matoi,Kill la Kill,Souma Yukihira,Shokugeki no Souma,1.324290047,0.030313125,0.025816123,0.001036346,0.034188034,0.000253779,1.008668262,1,1,2
Ryuuko Matoi,Kill la Kill,Mai Sakurajima,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,1.31956044,0.030313125,0.052742616,0.002109705,0.06959707,0.000510911,1.01811522,1,1,2
Ryuuko Matoi,Kill la Kill,Lelouch Lamperouge,Code Geass: Hangyaku no Lelouch,1.302642998,0.030313125,0.072174106,0.002849952,0.094017094,0.000662129,1.024109713,1,1,2
Ryuuko Matoi,Kill la Kill,Nezuko Kamado,Kimetsu no Yaiba,1.26735306,0.030313125,0.03227478,0.001239914,0.040903541,0.000261565,1.00899676,1,1,2
Ryuuko Matoi,Kill la Kill,Chika Fujiwara,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.25972357,0.030313125,0.031016359,0.001184396,0.039072039,0.000244193,1.008383229,1,1,2
Ryuuko Matoi,Kill la Kill,Yato,Noragami,1.209549072,0.030313125,0.042397661,0.001554519,0.051282051,0.000269314,1.009364628,1,1,2
Ryuuko Matoi,Kill la Kill,Light Yagami,Death Note,1.150779453,0.030313125,0.038196758,0.001332445,0.043956044,0.000174582,1.006024081,1,1,2
Ryuunosuke Akutagawa,Bungou Stray Dogs,Levi,Shingeki no Kyojin,2.24550406,0.006236583,0.077966541,0.001091865,0.175074184,0.00060562,1.117716819,1,1,2
Ryuunosuke Tanaka,Haikyuu!!,Yuu Nishinoya,Haikyuu!!,16.09172126,0.00595899,0.022966171,0.002202236,0.369565217,0.00206538,1.549777798,1,1,2
Ryuunosuke Tanaka,Haikyuu!!,Shouyou Hinata,Haikyuu!!,7.005919461,0.00595899,0.028369976,0.001184396,0.198757764,0.001015339,1.212654527,1,1,2
Ryuunosuke Tanaka,Haikyuu!!,Levi,Shingeki no Kyojin,2.190778911,0.00595899,0.077966541,0.00101784,0.170807453,0.000553238,1.111965445,1,1,2
Sabo,One Piece,Ace D. Portgas,One Piece,44.90277547,0.002442816,0.010122881,0.001110371,0.454545455,0.001085643,1.814774718,1,1,2
Sabo,One Piece,Luffy D. Monkey,One Piece,9.463168955,0.002442816,0.046432008,0.001073359,0.439393939,0.000959934,1.70095912,1,1,2
Sagiri Izumi,Eromanga Sensei,Rem,Re:Zero kara Hajimeru Isekai Seikatsu,4.214428701,0.005810941,0.054408172,0.001332445,0.229299363,0.001016282,1.226924933,1,1,2
Saitama,One Punch Man,Genos,One Punch Man,12.42384765,0.038400326,0.010900141,0.005200237,0.135421687,0.004781668,1.144025757,1,1,2
Saitama,One Punch Man,Satoru,One Punch Man,7.696979049,0.038400326,0.003756755,0.001110371,0.028915663,0.00096611,1.025908057,1,1,2
Saitama,One Punch Man,Fubuki,One Punch Man,6.809423986,0.038400326,0.005237249,0.001369457,0.035662651,0.001168345,1.031550579,1,1,2
Saitama,One Punch Man,Garou,One Punch Man 2,6.898635429,0.038400326,0.013342957,0.003534681,0.092048193,0.003022307,1.086684376,1,1,2
Saitama,One Punch Man,Meliodas,Nanatsu no Taizai,4.244042663,0.038400326,0.014194241,0.002313273,0.060240964,0.001768209,1.048998436,1,1,2
Saitama,One Punch Man,Goblin Slayer,Goblin Slayer,4.111807229,0.038400326,0.008790436,0.001387964,0.036144578,0.001050408,1.028379923,1,1,2
Saitama,One Punch Man,Koro-sensei,Ansatsu Kyoushitsu,3.899823714,0.038400326,0.022614553,0.003386631,0.088192771,0.002518225,1.071921143,1,1,2
Saitama,One Punch Man,Ryuk,Death Note,3.678717248,0.038400326,0.009956325,0.00140647,0.036626506,0.001024144,1.027684154,1,1,2
Saitama,One Punch Man,Goku Son,Dragon Ball Z,3.640554763,0.038400326,0.014693908,0.002054186,0.053493976,0.001489935,1.040992944,1,1,2
Saitama,One Punch Man,Souma Yukihira,Shokugeki no Souma,3.248180334,0.038400326,0.025816123,0.003220076,0.083855422,0.002228728,1.063351681,1,1,2
Saitama,One Punch Man,Sora,No Game No Life,3.098264319,0.038400326,0.018043527,0.002146717,0.055903614,0.00145384,1.040101931,1,1,2
Saitama,One Punch Man,Naruto Uzumaki,Naruto,2.942985626,0.038400326,0.030294618,0.003423643,0.089156627,0.00226032,1.064623633,1,1,2
Saitama,One Punch Man,Light Yagami,Death Note,2.927139255,0.038400326,0.038196758,0.004293434,0.111807229,0.002826666,1.082876684,1,1,2
Saitama,One Punch Man,Kazuma Satou,Kono Subarashii Sekai ni Shukufuku wo!,2.897151996,0.038400326,0.029276778,0.003257088,0.084819277,0.00213285,1.060690197,1,1,2
Saitama,One Punch Man,L Lawliet,Death Note,2.896835193,0.038400326,0.048079058,0.005348286,0.139277108,0.003502035,1.105955181,1,1,2
Saitama,One Punch Man,Ban,Nanatsu no Taizai,2.784959086,0.038400326,0.023188245,0.002479828,0.064578313,0.001589392,1.044247497,1,1,2
Saitama,One Punch Man,Arataka Reigen,Mob Psycho 100,2.766107449,0.038400326,0.05296469,0.005625879,0.146506024,0.003592018,1.109598118,1,1,2
Saitama,One Punch Man,Yami Sukehiro,Black Clover,2.729861903,0.038400326,0.013416981,0.00140647,0.036626506,0.000891253,1.024091928,1,1,2
Saitama,One Punch Man,Decim,Death Parade,2.528726422,0.038400326,0.010863128,0.001054852,0.02746988,0.000637705,1.017075822,1,1,2
Saitama,One Punch Man,Natsu Dragneel,Fairy Tail,2.478427254,0.038400326,0.013416981,0.001276926,0.033253012,0.00076171,1.020518327,1,1,2
Saitama,One Punch Man,Gon Freecss,Hunter x Hunter (2011),2.409276617,0.038400326,0.027204086,0.002516841,0.065542169,0.001472195,1.041027087,1,1,2
Saitama,One Punch Man,Joutarou Kuujou,JoJo no Kimyou na Bouken: Stardust Crusaders,2.32646922,0.038400326,0.032108224,0.002868458,0.074698795,0.001635492,1.046028872,1,1,2
Saitama,One Punch Man,Mugen,Samurai Champloo,2.299855946,0.038400326,0.013620549,0.001202902,0.031325301,0.000679868,1.018277294,1,1,2
Saitama,One Punch Man,Zoro Roronoa,One Piece,2.297085227,0.038400326,0.041120734,0.003627211,0.094457831,0.002048162,1.058900732,1,1,2
Saitama,One Punch Man,Joseph Joestar,JoJo no Kimyou na Bouken,2.179544614,0.038400326,0.046876157,0.00392331,0.102168675,0.002123251,1.061584528,1,1,2
Saitama,One Punch Man,Darkness,Kono Subarashii Sekai ni Shukufuku wo!,2.176066017,0.038400326,0.013509512,0.001128877,0.02939759,0.000610107,1.016369296,1,1,2
Saitama,One Punch Man,Itachi Uchiha,Naruto,2.165971112,0.038400326,0.038714931,0.003220076,0.083855422,0.00173341,1.049272235,1,1,2
Saitama,One Punch Man,Kazuto Kirigaya,Sword Art Online,2.163443188,0.038400326,0.024058035,0.001998668,0.052048193,0.001074831,1.029526984,1,1,2
Saitama,One Punch Man,Levi,Shingeki no Kyojin,2.157242957,0.038400326,0.077966541,0.006458657,0.168192771,0.003464717,1.10847012,1,1,2
